Aliment,Energie,Proteines,Glucides,Lipides,Fructose,Sucres,Galactose,Glucose,Lactose,Maltose,Saccharose,Amidon
"Crème dessert au chocolat, appertisée",138.0,3.18,21.8,3.42,0.36,16.8,0.08,0.26,2.55,0.002,13.5,2.75
"Crème dessert, rayon frais ou appertisée (aliment moyen)",133.0,3.35,18.0,5.07,0.48,15.7,0.055,0.61,4.17,0.13,10.1,1.54
"Cheesecake ou Gâteau au fromage frais, préemballé",330.0,4.57,31.7,20.3,0.4,21.6,0.0,0.5,1.4,0.2,18.8,9.5
"Tiramisu, préemballé",241.0,4.25,30.4,9.8,0.2,19.5,0.2,1.0,3.6,6.2,8.5,3.8
"Mousse à la crème de marrons, préemballée",207.0,2.13,34.4,6.5,0.33,28.3,0.1,0.52,1.19,0.31,25.9,4.5
"Profiteroles (crème pâtissière et sauce chocolat), préemballées",273.0,5.51,34.3,12.2,0.3,20.9,0.0,3.3,2.0,2.55,8.1,0.0
"Gâteau de semoule, appertisé",150.0,2.85,27.4,3.03,6.3,0.0,0.0,1.4,1.4,1.4,0.2,8.7
"Mousse au chocolat traditionnelle, préemballée",303.0,6.39,25.6,18.6,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0
"Clafoutis aux fruits, préemballé",192.0,5.11,27.2,6.51,1.94,21.4,0.044,1.49,3.24,0.002,11.9,4.4
"Liégeois aux fruits, préemballé",147.0,1.5,16.0,8.1,2.78,15.1,0.0,1.79,1.29,0.2,9.24,0.6
"Gâteau de riz, appertisé",115.0,4.2,20.0,1.9,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0
"Fondant au chocolat noir et crème anglaise, préemballé",0.0,5.05,20.0,14.3,0.1,0.0,0.0,0.1,2.7,0.1,15.4,0.0
"Gâteau au chocolat, coeur fondant, préemballé (rayon frais)",364.0,6.86,41.9,18.1,0.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0
Pain perdu,218.0,6.0,29.0,8.45,0.0,13.3,0.0,0.0,0.0,0.0,0.0,15.7
"Lait de poule, sans alcool",87.8,4.46,8.05,4.19,0.04,8.05,0.04,0.07,7.82,0.04,0.04,0.0
Crème pâtissière,120.0,3.79,18.0,3.6,0.0,15.3,0.0,0.0,3.07,0.0,12.2,2.74
"Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, préemballé",86.7,3.0,12.9,2.3,2.03,11.6,0.1,2.08,0.1,0.1,7.45,0.9
"Dessert au soja, nature, non sucré, non enrichi, fermenté, préemballé",44.7,4.13,2.05,1.9,0.1,0.69,0.1,0.15,0.18,0.1,0.36,0.6
"Dessert au soja, nature, non sucré, enrichi en calcium, fermenté, préemballé",42.0,3.94,1.1,2.1,0.1,0.27,0.1,0.27,0.1,0.1,0.1,0.3
"Dessert au soja, aux fruits, sucré, non enrichi, fermenté, préemballé",78.0,3.63,11.0,1.7,1.87,10.6,0.1,1.76,0.1,0.1,6.92,0.48
"Dessert au soja, aux amandes, fermenté, préemballé",56.0,4.0,2.85,2.8,0.1,1.09,0.1,0.1,0.1,0.1,1.09,0.35
"Dessert au soja, aromatisé, sucré, enrichi en calcium, préemballé",95.0,3.56,15.3,1.9,0.13,13.2,0.1,0.33,0.1,0.1,12.7,2.07
"Dessert au soja, aromatisé, sucré, non enrichi, préemballé",93.1,3.0,16.0,1.7,0.1,12.5,0.1,0.2,0.1,0.1,12.3,2.3
"Dessert végétal sans soja (amande, avoine, chanvre, coco, riz), aromatisé, sucré, non enrichi, préemballé",148.0,2.0,15.8,8.0,0.1,12.4,0.1,0.29,0.1,0.93,11.2,3.0
"Dessert végétal sans soja (coco, riz), aux fruits, sucré, enrichi en calcium, fermenté, préemballé",76.6,0.5,16.0,1.0,2.75,10.8,0.1,2.66,0.1,0.1,5.34,4.4
"Mousse au chocolat végétale, préemballée",262.0,6.69,24.3,14.0,0.1,23.1,0.1,0.14,0.1,0.1,22.9,1.25
Fromage (aliment moyen),338.0,21.3,0.56,27.4,0.071,0.27,0.072,0.071,0.32,0.072,0.075,0.0075
"Camembert, sans précision",280.0,19.1,0.0,22.5,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
Fromage à pâte molle et croûte fleurie (type camembert),359.0,17.1,0.0,32.3,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0
Camembert au lait cru,267.0,20.3,0.0,20.3,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
Fromage à pâte molle et croûte fleurie double crème environ 30% MG,333.0,17.2,0.0,29.4,0.2,0.0,0.0,0.25,0.2,0.2,0.3,0.0
Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,173.0,22.2,0.0,9.3,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
Coulommiers,279.0,18.4,0.0,22.8,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0
Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,187.0,22.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,150.0,25.2,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Brie, sans précision",297.0,16.9,0.0,25.5,0.2,0.0,0.2,0.2,0.2,0.2,0.3,0.0
Brie de Meaux,271.0,21.0,0.0,20.7,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0
Brie de Melun,288.0,21.6,0.0,22.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
Carré de l'Est,327.0,21.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chaource,276.0,17.0,0.0,22.9,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
Maroilles laitier,338.0,21.8,0.0,27.8,0.0,0.0,0.02,0.01,0.02,0.0,0.0,0.0
Maroilles fermier,349.0,20.8,0.0,29.5,0.0,0.0,0.2,0.02,0.2,0.0,0.0,0.0
Neufchâtel,287.0,18.1,0.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fromage à pâte molle triple crème environ 40% MG,376.0,9.69,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fromage à pâte molle et croûte lavée, allégé environ 13% MG",198.0,21.2,0.0,12.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
"Maroilles, sans précision",325.0,21.5,0.0,26.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0
Livarot,301.0,24.1,0.0,22.6,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
Époisses,290.0,17.4,0.0,24.5,0.3,0.03,0.0,0.03,0.3,0.3,0.3,0.0
Munster,344.0,20.7,0.0,29.0,0.3,0.0,0.0,0.0,0.2,0.3,0.3,0.0
Langres,281.0,16.4,0.0,23.8,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
Pont l'Évêque,326.0,22.2,0.0,26.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
Reblochon,326.0,19.9,0.0,27.4,0.0,0.0,0.2,0.02,0.2,0.0,0.0,0.0
"Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)",311.0,19.9,0.0,25.7,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
Saint-Marcellin,280.0,14.8,0.0,24.3,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,332.0,17.8,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse),302.0,18.5,0.0,25.4,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0
Saint-Félicien,281.0,13.1,0.0,25.2,0.1,0.0,0.1,0.1,0.2,0.1,0.1,0.0
Boulette d'Avesne,355.0,20.5,0.0,30.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0
"Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)",324.0,20.3,0.0,27.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0
"Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)",300.0,19.4,0.0,24.7,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0
"Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)",315.0,20.0,0.0,26.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0
Sainte-Maure de Touraine (fromage de chèvre),294.0,19.2,0.0,24.2,0.0,0.0,0.2,0.02,0.2,0.0,0.0,0.0
Fromage de chèvre demi-sec,353.0,21.1,0.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fromage de chèvre bûche,285.0,18.4,0.0,23.3,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
"Fromage de chèvre bûche, allégé en matière grasse",179.0,22.1,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé",279.0,19.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fromage de chèvre sec,440.0,29.9,0.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fromage de chèvre à pâte molle et croûte fleurie type camembert,292.0,19.4,0.0,23.8,0.2,0.05,0.2,0.2,0.2,0.2,0.2,0.0
Fromage de brebis à pâte molle et croûte fleurie,276.0,16.5,0.0,23.3,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
Chabichou (fromage de chèvre),294.0,20.1,0.0,23.8,0.2,0.5,0.0,0.2,0.2,0.2,0.2,0.0
Pélardon (fromage de chèvre),343.0,23.3,0.0,27.8,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0
"Crottin de chèvre, au lait cru",384.0,22.7,0.0,32.6,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0
"Crottin de chèvre, sans précision",340.0,21.9,0.0,28.0,0.2,0.25,0.0,0.2,0.1,0.2,0.2,0.0
Crottin de Chavignol (fromage de chèvre),296.0,19.3,0.0,24.4,0.2,0.5,0.0,0.2,0.2,0.2,0.2,0.0
Picodon (fromage de chèvre),315.0,20.3,0.0,26.0,0.2,0.5,0.0,0.2,0.2,0.2,0.2,0.0
Pouligny Saint-Pierre (fromage de chèvre),294.0,18.5,0.0,24.5,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0
Sainte-Maure (fromage de chèvre),357.0,21.7,0.0,30.0,0.2,0.25,0.0,0.2,0.2,0.2,0.2,0.0
Selles-sur-Cher (fromage de chèvre),291.0,18.9,0.0,23.9,0.1,0.0,0.2,0.02,0.0,0.1,0.1,0.0
Chevrot (fromage de chèvre),277.0,18.1,0.0,22.8,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0
Rocamadour (fromage de chèvre),274.0,17.5,0.0,22.6,0.26,0.14,0.0,0.25,0.26,0.25,0.26,0.0
Valençay (fromage de chèvre),306.0,18.9,0.0,25.5,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0
Roquefort,384.0,19.1,0.0,33.9,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
Fourme de Montbrison,365.0,22.1,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fromage bleu au lait de vache,333.0,19.5,0.0,28.3,0.2,0.25,0.2,0.2,0.2,0.2,0.2,0.0
Fromage bleu d'Auvergne,343.0,22.0,0.0,28.4,0.3,0.0,0.0,0.0,0.3,0.3,0.3,0.0
Fourme d'Ambert,326.0,19.5,0.0,27.6,0.3,0.0,0.0,0.0,0.3,0.3,0.3,0.0
Fromage bleu des Causses,350.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gorgonzola,312.0,18.6,0.0,26.4,0.3,0.3,0.0,0.0,0.3,0.3,0.3,0.0
Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC),364.0,22.1,0.0,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fromage bleu de Bresse,342.0,17.0,0.0,30.5,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0
Fromage bleu de Bresse allegé environ 15% MG,246.0,26.5,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beaufort,410.0,26.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comté,418.0,26.7,0.0,34.6,0.3,0.0,0.0,0.3,0.3,0.3,0.3,0.0
Abondance,393.0,26.6,0.0,31.6,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
Gruyère IGP France,396.0,26.7,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gruyère,423.0,27.9,0.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmental ou emmenthal,373.0,27.3,0.0,28.8,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
"Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse",282.0,30.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmental ou emmenthal râpé,367.0,27.5,0.0,28.6,0.1,0.25,0.0,0.1,0.1,0.1,0.1,0.0
Ossau-Iraty,428.0,23.8,0.0,37.0,0.0,0.0,0.2,0.02,0.2,0.0,0.0,0.0
Parmesan,406.0,30.5,0.0,31.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
Fontina,381.0,25.1,0.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pecorino,0.0,0.0,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grana Padano,396.0,33.4,0.0,29.2,0.1,0.25,0.0,0.1,0.1,0.1,0.1,0.0
Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG,238.0,28.4,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Provolone,340.0,25.1,0.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fromage à pâte ferme, enrobé de cire",303.0,21.3,0.0,23.7,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
Cantal entre-deux,383.0,26.1,0.0,30.5,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
"Cantal, Salers ou Laguiole",378.0,24.8,0.0,31.0,0.1,0.5,0.0,0.1,0.1,0.1,0.1,0.0
Salers,388.0,25.4,0.0,31.4,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
Cheddar,399.0,23.6,0.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edam,329.0,25.0,0.0,25.5,0.1,0.25,0.0,0.1,0.1,0.1,0.1,0.0
Mimolette jeune,331.0,28.3,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gouda,374.0,22.8,0.0,31.5,0.1,0.25,0.0,0.1,0.1,0.1,0.1,0.0
Mimolette demi-vieille,365.0,30.8,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mimolette vieille,397.0,33.3,0.0,28.8,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
"Mimolette, sans précision",308.0,24.4,0.0,23.4,0.1,0.25,0.0,0.1,0.1,0.1,0.1,0.0
Fromage à pâte ferme environ 27% MG type Maasdam,359.0,25.0,0.0,28.4,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
Mimolette extra-vieille,387.0,33.2,0.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morbier,355.0,22.4,0.0,29.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0
Fromage de brebis des Pyrénées,397.0,23.6,0.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Saint-Nectaire, laitier",332.0,22.3,0.0,27.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Raclette (fromage),342.0,22.9,0.0,27.5,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
"Saint-Nectaire, fermier",355.0,21.8,0.0,29.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
"Saint-Nectaire, sans précision",344.0,22.0,0.0,28.4,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.0
Saint-Paulin (fromage à pâte pressée non cuite demi-ferme),327.0,21.8,0.0,26.4,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0
Tomme ou tome de vache,350.0,21.1,0.0,29.4,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
Tomme ou tome de montagne ou de Savoie,364.0,25.0,0.0,29.1,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
"Tomme ou tome, allégée en matière grasse, environ 13% MG",231.0,30.4,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asiago,356.0,31.4,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fromage de brebis Corse à pâte molle,457.0,27.9,0.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tome des Bauges,381.0,26.1,0.0,30.8,0.0,0.0,0.2,0.02,0.2,0.0,0.0,0.0
Fromage de brebis à pâte pressée,384.0,23.4,0.0,32.3,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
Fromage de lactosérum de brebis,190.0,9.91,4.3,14.8,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0
Fromage fondu en tranchettes,246.0,13.8,5.34,18.5,0.1,4.95,0.12,0.1,4.83,0.1,0.1,0.0
Fromage fondu en portions ou en cubes environ 8% MG,0.0,11.3,0.0,7.48,0.2,0.0,0.0,0.2,4.6,0.2,0.2,0.0
Fromage fondu en portions ou en cubes environ 20% MG,242.0,10.4,6.38,19.3,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
"Fromage fondu double crème, environ 31% MG",311.0,8.88,1.78,29.6,0.1,1.78,0.1,0.1,1.78,0.1,0.1,0.0
Cancoillotte (spécialité fromagère fondue),151.0,13.6,0.5,10.5,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0
Spécialité fromagère fondante au fromage blanc et aux noix,0.0,10.4,4.2,31.6,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.4
Snack pour enfants à base de fromage fondu et de gressins,0.0,10.6,24.1,18.9,0.0,3.1,0.0,0.0,0.0,0.0,0.0,21.0
"Fromage type feta, au lait de vache",270.0,16.0,1.42,21.7,0.0,1.42,0.0,0.0,0.53,0.0,0.0,0.0
Fromage 100% brebis (Feta AOP ou type Feta),0.0,14.5,2.5,22.8,0.2,1.13,0.1,0.2,0.5,0.2,0.2,0.0
"Fromage type feta, au lait de vache, à l'huile et aux aromates",283.0,17.3,0.16,23.4,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
Feta AOP,285.0,14.8,0.65,24.3,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0
"Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère",255.0,5.25,4.24,23.9,0.1,2.82,0.1,0.1,2.82,0.1,0.1,0.0
"Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère",0.0,7.49,1.4,21.2,0.2,1.4,0.2,0.2,1.4,0.2,0.2,0.0
"Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)",0.0,15.8,2.08,20.0,0.2,2.08,1.04,0.2,1.04,0.2,0.2,0.0
"Fromage de chèvre frais, au lait cru (type palet ou crottin frais)",0.0,12.9,2.03,16.9,0.2,2.03,0.78,0.2,1.15,0.2,0.2,0.0
"Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)",0.0,14.3,2.05,18.4,0.2,2.05,0.92,0.2,1.11,0.2,0.2,0.0
"Fromage de chèvre à tartiner, nature",0.0,10.6,2.41,12.2,0.2,2.41,0.64,0.2,1.78,0.2,0.2,0.0
Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes),366.0,7.5,4.24,35.3,0.1,1.86,0.1,0.1,1.86,0.1,0.1,0.0
Mascarpone,0.0,4.29,4.0,39.0,0.1,4.0,0.0,0.1,4.0,0.1,0.1,0.0
Ricotta,0.0,8.61,4.0,11.9,0.1,2.25,0.0,0.1,2.25,0.1,0.1,0.0
Mozzarella au lait de vache,227.0,16.1,0.75,17.7,0.1,0.7,0.1,0.1,0.7,0.1,0.1,0.0
"Mozzarella au lait de bufflonne ou buflesse (""di bufala"")",260.0,14.3,0.24,22.3,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0
"Spécialité végétale type fromage à tartiner, au soja, préemballée",175.0,12.8,1.05,13.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.35
"Spécialité végétale type fromage, à la noix de cajou, préemballée",441.0,14.5,15.2,35.3,0.16,0.28,0.12,0.1,0.1,0.1,0.1,8.5
"Spécialité végétale type fromage en tranche ou râpé, sans soja, préemballée",272.0,0.5,21.2,20.1,0.1,0.25,0.1,0.25,0.1,0.1,0.1,18.0
"Crème de lait ou spécialité à base de crème légère, teneur en matière grasse inconnue (aliment moyen)",269.0,2.82,2.87,26.0,0.05,2.77,0.05,0.05,2.65,0.05,0.053,0.058
"Crème de lait, 30% MG, épaisse, rayon frais",304.0,2.94,2.8,30.7,0.1,2.66,0.1,0.1,2.66,0.1,0.1,0.2
"Crème d'Isigny AOP, >= 35% MG",0.0,2.29,3.0,40.0,0.1,2.05,0.0,0.1,2.05,0.1,0.1,0.0
"Crème de lait, 30% MG, semi-épaisse, UHT",297.0,2.44,1.94,30.7,0.1,1.94,0.1,0.1,1.94,0.1,0.1,0.0
"Crème chantilly, sous pression, UHT",308.0,2.06,10.6,28.2,0.1,10.4,0.1,0.1,2.73,0.1,7.68,0.0
"Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT",194.0,2.56,2.89,18.7,0.1,2.89,0.1,0.1,2.89,0.1,0.1,0.0
"Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais",166.0,2.75,3.0,15.3,0.1,3.0,0.1,0.1,3.0,0.1,0.1,0.0
"Spécialité à base de crème légère 8% MG, fluide ou épaisse",76.2,3.19,5.28,4.3,0.1,4.44,0.1,0.1,4.25,0.1,0.19,0.0
"Crème de lait, 15 à 20% MG, légère, fluide, rayon frais",0.0,2.9,4.3,13.5,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
Eau du robinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eau embouteillée de source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
